Container stores 5000 plants:
tree: name = rrpkztbnaxly, length = 12, age = 1554, Fraction = 0.08333333333333333
tree: name = dwipbsgoc, length = 9, age = 69, Fraction = 0.2222222222222222
flower: name = zgiomjjf, length = 8, type = Type.WILD, Fraction = 0.25
tree: name = kadc, length = 4, age = 1339, Fraction = 0.25
tree: name = otz, length = 3, age = 1227, Fraction = 0.3333333333333333
tree: name = cnzdxowhycatzuco, length = 16, age = 388, Fraction = 0.25
bush: name = monimyg, length = 7, month = Month.NOVEMBER, Fraction = 0.2857142857142857
bush: name = ogellkxhsaqnqeivcx, length = 18, month = Month.MAY, Fraction = 0.2777777777777778
tree: name = pilavjoxrwmgiehuuhb, length = 19, age = 1974, Fraction = 0.3684210526315789
flower: name = gapchkeuvewfmit, length = 15, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = kmuyi, length = 5, month = Month.JUNE, Fraction = 0.4
bush: name = mhji, length = 4, month = Month.JULY, Fraction = 0.25
bush: name = zoaene, length = 6, month = Month.JULY, Fraction = 0.6666666666666666
flower: name = nunp, length = 4, type = Type.HOME, Fraction = 0.25
flower: name = acdj, length = 4, type = Type.WILD, Fraction = 0.25
bush: name = uhda, length = 4, month = Month.APRIL, Fraction = 0.5
bush: name = wbolpibddt, length = 10, month = Month.NOVEMBER, Fraction = 0.2
bush: name = cmjotup, length = 7, month = Month.OCTOBER, Fraction = 0.2857142857142857
flower: name = orjsy, length = 5, type = Type.HOME, Fraction = 0.2
bush: name = vpwsiouxqtof, length = 12, month = Month.DECEMBER, Fraction = 0.3333333333333333
flower: name = pptzuuop, length = 8, type = Type.GARDEN, Fraction = 0.375
flower: name = miga, length = 4, type = Type.GARDEN, Fraction = 0.5
bush: name = jxmoscumx, length = 9, month = Month.MAY, Fraction = 0.2222222222222222
flower: name = hrssiuuxprcow, length = 13, type = Type.HOME, Fraction = 0.3076923076923077
flower: name = jsamw, length = 5, type = Type.HOME, Fraction = 0.2
tree: name = zbkpchlkcuhkbikeqadz, length = 20, age = 1949, Fraction = 0.2
flower: name = imxx, length = 4, type = Type.GARDEN, Fraction = 0.25
bush: name = xoqwildxopnnfd, length = 14, month = Month.FEBRUARY, Fraction = 0.21428571428571427
flower: name = wrrwemhbdarorlul, length = 16, type = Type.WILD, Fraction = 0.25
tree: name = keisnzxv, length = 8, age = 1164, Fraction = 0.25
bush: name = eqbeo, length = 5, month = Month.SEPTEMBER, Fraction = 0.6
flower: name = wlvo, length = 4, type = Type.WILD, Fraction = 0.25
tree: name = ogqelaxrdja, length = 11, age = 1288, Fraction = 0.36363636363636365
tree: name = rtxsgacualh, length = 11, age = 1293, Fraction = 0.2727272727272727
flower: name = ljtbumyiluaz, length = 12, type = Type.GARDEN, Fraction = 0.3333333333333333
bush: name = oggkveqititymiajb, length = 17, month = Month.DECEMBER, Fraction = 0.35294117647058826
bush: name = xlzlozziomhdgvtou, length = 17, month = Month.DECEMBER, Fraction = 0.29411764705882354
flower: name = zkxbbfoatyedbszeei, length = 18, type = Type.GARDEN, Fraction = 0.3333333333333333
bush: name = foilwhtgoivyai, length = 14, month = Month.NOVEMBER, Fraction = 0.42857142857142855
flower: name = udxioejqevh, length = 11, type = Type.GARDEN, Fraction = 0.45454545454545453
flower: name = ncaaoawvajbqqvgdqfih, length = 20, type = Type.WILD, Fraction = 0.3
tree: name = lzmaow, length = 6, age = 185, Fraction = 0.3333333333333333
tree: name = di, length = 2, age = 256, Fraction = 0.5
flower: name = vaaxvntabouyribedw, length = 18, type = Type.WILD, Fraction = 0.3888888888888889
tree: name = cyiooknibsxpytbrolwv, length = 20, age = 928, Fraction = 0.25
tree: name = wacyagk, length = 7, age = 803, Fraction = 0.2857142857142857
flower: name = kchuhawlm, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
flower: name = ddbkibicxmatfivke, length = 17, type = Type.WILD, Fraction = 0.29411764705882354
flower: name = uj, length = 2, type = Type.GARDEN, Fraction = 0.5
tree: name = gqublnycih, length = 10, age = 1913, Fraction = 0.2
flower: name = ieou, length = 4, type = Type.HOME, Fraction = 1.0
flower: name = yttolhiuzjl, length = 11, type = Type.HOME, Fraction = 0.2727272727272727
bush: name = rrer, length = 4, month = Month.JULY, Fraction = 0.25
flower: name = exyf, length = 4, type = Type.WILD, Fraction = 0.25
bush: name = aj, length = 2, month = Month.MARCH, Fraction = 0.5
bush: name = hrdpqono, length = 8, month = Month.SEPTEMBER, Fraction = 0.25
flower: name = ugvzfgxbucarkaalntz, length = 19, type = Type.WILD, Fraction = 0.2631578947368421
bush: name = uycblos, length = 7, month = Month.NOVEMBER, Fraction = 0.2857142857142857
flower: name = icrobgzadsnkni, length = 14, type = Type.GARDEN, Fraction = 0.2857142857142857
tree: name = tjjijodmunhvsadjfx, length = 18, age = 204, Fraction = 0.2222222222222222
bush: name = omfiddncjb, length = 10, month = Month.APRIL, Fraction = 0.2
bush: name = nhipbfej, length = 8, month = Month.APRIL, Fraction = 0.25
flower: name = fpo, length = 3, type = Type.WILD, Fraction = 0.3333333333333333
bush: name = ewe, length = 3, month = Month.AUGUST, Fraction = 0.6666666666666666
flower: name = ahjbotahl, length = 9, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = xetsdxmwuifsnevapuj, length = 19, month = Month.SEPTEMBER, Fraction = 0.3157894736842105
tree: name = umguckolrauwfrsprvb, length = 19, age = 171, Fraction = 0.2631578947368421
bush: name = mcyeuvunnsphea, length = 14, month = Month.DECEMBER, Fraction = 0.35714285714285715
tree: name = fuodkpvudrq, length = 11, age = 486, Fraction = 0.2727272727272727
flower: name = meaajavvxqcgwwgrln, length = 18, type = Type.WILD, Fraction = 0.2222222222222222
bush: name = dqaoeupbfopeid, length = 14, month = Month.NOVEMBER, Fraction = 0.5
tree: name = zoqeiwmkvkspmrznuyz, length = 19, age = 985, Fraction = 0.21052631578947367
bush: name = kragauhuevnslabdohd, length = 19, month = Month.NOVEMBER, Fraction = 0.3684210526315789
bush: name = skteenzlu, length = 9, month = Month.SEPTEMBER, Fraction = 0.3333333333333333
flower: name = gazeupgjdgagm, length = 13, type = Type.HOME, Fraction = 0.3076923076923077
bush: name = hidofeaczxr, length = 11, month = Month.FEBRUARY, Fraction = 0.36363636363636365
flower: name = sizejrxdizdva, length = 13, type = Type.HOME, Fraction = 0.3076923076923077
bush: name = fshmaxmis, length = 9, month = Month.MARCH, Fraction = 0.2222222222222222
flower: name = epkbmifrdlephtx, length = 15, type = Type.HOME, Fraction = 0.2
flower: name = ke, length = 2, type = Type.WILD, Fraction = 0.5
bush: name = oghuiqydxnlhpegjsnvk, length = 20, month = Month.FEBRUARY, Fraction = 0.2
tree: name = ullukh, length = 6, age = 840, Fraction = 0.3333333333333333
tree: name = xjfrewdiedr, length = 11, age = 35, Fraction = 0.2727272727272727
bush: name = fbfwufiohkzsj, length = 13, month = Month.SEPTEMBER, Fraction = 0.23076923076923078
tree: name = xxsekffihqqucontpzld, length = 20, age = 1102, Fraction = 0.2
bush: name = ggjqvhfpoi, length = 10, month = Month.APRIL, Fraction = 0.2
flower: name = kyruod, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = rfoy, length = 4, age = 1737, Fraction = 0.25
flower: name = okqv, length = 4, type = Type.HOME, Fraction = 0.25
flower: name = metkuz, length = 6, type = Type.GARDEN, Fraction = 0.3333333333333333
bush: name = pripogeuwoc, length = 11, month = Month.AUGUST, Fraction = 0.45454545454545453
tree: name = peb, length = 3, age = 1980, Fraction = 0.3333333333333333
tree: name = ourqa, length = 5, age = 275, Fraction = 0.6
bush: name = hyazgiykiqbiafxh, length = 16, month = Month.MARCH, Fraction = 0.3125
flower: name = bengw, length = 5, type = Type.WILD, Fraction = 0.2
bush: name = nbuvmpuv, length = 8, month = Month.JUNE, Fraction = 0.25
flower: name = dnnfhnaeuigbiixjh, length = 17, type = Type.GARDEN, Fraction = 0.35294117647058826
flower: name = uippmcrlnp, length = 10, type = Type.WILD, Fraction = 0.2
bush: name = mansoxapnqhuwckvwq, length = 18, month = Month.NOVEMBER, Fraction = 0.2222222222222222
tree: name = sxwud, length = 5, age = 1304, Fraction = 0.2
flower: name = czvuk, length = 5, type = Type.GARDEN, Fraction = 0.2
flower: name = lutxhgfgpodcuz, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
tree: name = zcoqusdbgsxordxetcgf, length = 20, age = 1496, Fraction = 0.2
tree: name = xrbigerffilwpmvizmr, length = 19, age = 197, Fraction = 0.21052631578947367
tree: name = dldpxsqasa, length = 10, age = 1615, Fraction = 0.2
bush: name = picazcfafqvugoeblx, length = 18, month = Month.NOVEMBER, Fraction = 0.3333333333333333
flower: name = etqe, length = 4, type = Type.HOME, Fraction = 0.5
flower: name = ta, length = 2, type = Type.WILD, Fraction = 0.5
bush: name = euswlddh, length = 8, month = Month.JUNE, Fraction = 0.25
flower: name = tdgnjiuo, length = 8, type = Type.GARDEN, Fraction = 0.375
flower: name = wjzzuvqaxv, length = 10, type = Type.GARDEN, Fraction = 0.2
tree: name = naxujsumhfpycvq, length = 15, age = 1243, Fraction = 0.2
tree: name = doeidyxnmtpdyihgurkw, length = 20, age = 1428, Fraction = 0.25
flower: name = logaggcm, length = 8, type = Type.HOME, Fraction = 0.25
tree: name = dvwiu, length = 5, age = 797, Fraction = 0.4
tree: name = nrqijmmkosap, length = 12, age = 1024, Fraction = 0.25
flower: name = zsjbuctpvdeeifarbc, length = 18, type = Type.WILD, Fraction = 0.2777777777777778
flower: name = geyqebludvuw, length = 12, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = yezpnwpo, length = 8, age = 1705, Fraction = 0.25
flower: name = svshtijitrozc, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
tree: name = xiskloxwdep, length = 11, age = 1258, Fraction = 0.2727272727272727
bush: name = sbatspimgqvkkejheug, length = 19, month = Month.JANUARY, Fraction = 0.2631578947368421
tree: name = djenrlkdguwtjweoxhh, length = 19, age = 1196, Fraction = 0.21052631578947367
bush: name = liwemimwxywaovfvm, length = 17, month = Month.FEBRUARY, Fraction = 0.29411764705882354
bush: name = cnaedwdkpxqhwhecvbu, length = 19, month = Month.APRIL, Fraction = 0.21052631578947367
bush: name = aakllyeldxxigsdvmd, length = 18, month = Month.MARCH, Fraction = 0.2222222222222222
bush: name = ubfcovasgxkwdfgod, length = 17, month = Month.AUGUST, Fraction = 0.23529411764705882
tree: name = owgiemcp, length = 8, age = 481, Fraction = 0.375
flower: name = peieuxbjjfttbe, length = 14, type = Type.WILD, Fraction = 0.35714285714285715
bush: name = hvge, length = 4, month = Month.SEPTEMBER, Fraction = 0.25
flower: name = cdamq, length = 5, type = Type.HOME, Fraction = 0.2
tree: name = gtcqijwkaqycru, length = 14, age = 1573, Fraction = 0.21428571428571427
flower: name = asm, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
bush: name = przakycevehppwd, length = 15, month = Month.APRIL, Fraction = 0.2
flower: name = nrypei, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
bush: name = yagixxpmy, length = 9, month = Month.APRIL, Fraction = 0.2222222222222222
tree: name = oxyhbnciteci, length = 12, age = 992, Fraction = 0.3333333333333333
flower: name = vmuvew, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
tree: name = ud, length = 2, age = 1296, Fraction = 0.5
flower: name = hhxyszvcee, length = 10, type = Type.HOME, Fraction = 0.2
flower: name = sellbcolnjdadnoda, length = 17, type = Type.HOME, Fraction = 0.29411764705882354
tree: name = orsczsa, length = 7, age = 1616, Fraction = 0.2857142857142857
tree: name = yzeogagrggwuzrvtp, length = 17, age = 1375, Fraction = 0.23529411764705882
flower: name = puxen, length = 5, type = Type.HOME, Fraction = 0.4
bush: name = axhwrosrddhxiyo, length = 15, month = Month.OCTOBER, Fraction = 0.26666666666666666
flower: name = gtojjbfiroijvmo, length = 15, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = wfjijakea, length = 9, type = Type.HOME, Fraction = 0.4444444444444444
flower: name = iljepcneqqp, length = 11, type = Type.HOME, Fraction = 0.2727272727272727
bush: name = sixucbdiltfaamtmhe, length = 18, month = Month.MAY, Fraction = 0.3333333333333333
tree: name = ixbrraziirif, length = 12, age = 929, Fraction = 0.4166666666666667
flower: name = aa, length = 2, type = Type.HOME, Fraction = 1.0
tree: name = yhnbhagous, length = 10, age = 1433, Fraction = 0.3
bush: name = ozcjczurrg, length = 10, month = Month.DECEMBER, Fraction = 0.2
tree: name = obyewxhiteu, length = 11, age = 377, Fraction = 0.45454545454545453
flower: name = prizbxrurjtethuwgy, length = 18, type = Type.WILD, Fraction = 0.2222222222222222
bush: name = peuvgagqdwfjksrajig, length = 19, month = Month.OCTOBER, Fraction = 0.2631578947368421
bush: name = zxtkzhiabjpuekeahr, length = 18, month = Month.FEBRUARY, Fraction = 0.3333333333333333
bush: name = hlzip, length = 5, month = Month.NOVEMBER, Fraction = 0.2
flower: name = wsifofcawt, length = 10, type = Type.HOME, Fraction = 0.3
flower: name = wdpleuymgloiazm, length = 15, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = bezmartaprll, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = mkiwxpzu, length = 8, type = Type.GARDEN, Fraction = 0.25
bush: name = dsemakmshjai, length = 12, month = Month.MAY, Fraction = 0.3333333333333333
bush: name = ocxktkqusorin, length = 13, month = Month.JANUARY, Fraction = 0.3076923076923077
bush: name = qbuveleq, length = 8, month = Month.JANUARY, Fraction = 0.375
bush: name = oswkkiazwjqeeecsbmd, length = 19, month = Month.DECEMBER, Fraction = 0.3157894736842105
tree: name = tgvyu, length = 5, age = 1918, Fraction = 0.2
tree: name = ukjrbocxqs, length = 10, age = 1167, Fraction = 0.2
bush: name = gabyciknlxdnndubmihc, length = 20, month = Month.JANUARY, Fraction = 0.2
tree: name = szhoev, length = 6, age = 277, Fraction = 0.3333333333333333
bush: name = noygxksyo, length = 9, month = Month.AUGUST, Fraction = 0.2222222222222222
tree: name = csoc, length = 4, age = 1209, Fraction = 0.25
flower: name = ut, length = 2, type = Type.HOME, Fraction = 0.5
bush: name = edakaupcmjoathazixx, length = 19, month = Month.MARCH, Fraction = 0.42105263157894735
tree: name = tai, length = 3, age = 936, Fraction = 0.6666666666666666
tree: name = jgzsfboneifqjjgnozd, length = 19, age = 283, Fraction = 0.21052631578947367
tree: name = mwnnkweuvhjkliixqwe, length = 19, age = 1458, Fraction = 0.2631578947368421
tree: name = fcvpddfiuo, length = 10, age = 1311, Fraction = 0.3
tree: name = und, length = 3, age = 234, Fraction = 0.3333333333333333
flower: name = ozxrnjoewbspcyjamv, length = 18, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = qashwhce, length = 8, age = 999, Fraction = 0.25
tree: name = rjeudhxrqqowiue, length = 15, age = 587, Fraction = 0.4
bush: name = oyotx, length = 5, month = Month.MAY, Fraction = 0.4
tree: name = twgduad, length = 7, age = 224, Fraction = 0.2857142857142857
flower: name = qhzeg, length = 5, type = Type.GARDEN, Fraction = 0.2
flower: name = ciyzyupqqzhoawi, length = 15, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = crok, length = 4, age = 1754, Fraction = 0.25
bush: name = hafb, length = 4, month = Month.MARCH, Fraction = 0.25
tree: name = leashruadvqvgyx, length = 15, age = 1446, Fraction = 0.26666666666666666
flower: name = hutlgvseotr, length = 11, type = Type.HOME, Fraction = 0.2727272727272727
flower: name = hvizsrmuepqjjbtuk, length = 17, type = Type.HOME, Fraction = 0.23529411764705882
bush: name = xsum, length = 4, month = Month.OCTOBER, Fraction = 0.25
tree: name = yhngslsiwpesxhu, length = 15, age = 791, Fraction = 0.2
bush: name = wjfayfsukbgxembkabus, length = 20, month = Month.MAY, Fraction = 0.25
tree: name = rlwcxviul, length = 9, age = 525, Fraction = 0.2222222222222222
flower: name = ioopza, length = 6, type = Type.WILD, Fraction = 0.6666666666666666
bush: name = owpjjeoe, length = 8, month = Month.MARCH, Fraction = 0.5
tree: name = i, length = 1, age = 1572, Fraction = 1.0
tree: name = uusamfkjfwfvl, length = 13, age = 510, Fraction = 0.23076923076923078
tree: name = rzoooqsmeyzsvacebr, length = 18, age = 79, Fraction = 0.3333333333333333
bush: name = qbcyxamecormjs, length = 14, month = Month.AUGUST, Fraction = 0.21428571428571427
flower: name = emucedwgfhwtjalzjh, length = 18, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = mgbncedqak, length = 10, age = 1196, Fraction = 0.2
bush: name = iinmnzhbapcgb, length = 13, month = Month.DECEMBER, Fraction = 0.23076923076923078
tree: name = akohe, length = 5, age = 285, Fraction = 0.6
flower: name = uafayuqir, length = 9, type = Type.WILD, Fraction = 0.5555555555555556
flower: name = ir, length = 2, type = Type.GARDEN, Fraction = 0.5
tree: name = kcrje, length = 5, age = 97, Fraction = 0.2
tree: name = olhgczyiv, length = 9, age = 1684, Fraction = 0.2222222222222222
tree: name = dkvexdup, length = 8, age = 725, Fraction = 0.25
flower: name = ifldm, length = 5, type = Type.WILD, Fraction = 0.2
bush: name = fhoowzbotu, length = 10, month = Month.DECEMBER, Fraction = 0.4
bush: name = emzjy, length = 5, month = Month.JULY, Fraction = 0.2
tree: name = aditbw, length = 6, age = 258, Fraction = 0.3333333333333333
bush: name = mwkmypqooqbbcuieoiwh, length = 20, month = Month.FEBRUARY, Fraction = 0.35
flower: name = cskxxvpsuuafn, length = 13, type = Type.GARDEN, Fraction = 0.23076923076923078
flower: name = yiiwjy, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = qaxm, length = 4, age = 1822, Fraction = 0.25
tree: name = mfcvqamzairma, length = 13, age = 845, Fraction = 0.3076923076923077
bush: name = huoauxls, length = 8, month = Month.FEBRUARY, Fraction = 0.5
flower: name = ngaoundsjbtcxohua, length = 17, type = Type.WILD, Fraction = 0.35294117647058826
bush: name = nepdoldwsycvuyntaiql, length = 20, month = Month.DECEMBER, Fraction = 0.25
tree: name = duwwit, length = 6, age = 1278, Fraction = 0.3333333333333333
