Container stores 10000 plants:
bush: name = xfbfzzfpwiigklfku, length = 17, month = Month.JANUARY, Fraction = 0.17647058823529413
bush: name = ymkeqpzioptkr, length = 13, month = Month.NOVEMBER, Fraction = 0.23076923076923078
bush: name = uonh, length = 4, month = Month.DECEMBER, Fraction = 0.5
bush: name = mlneiiby, length = 8, month = Month.JULY, Fraction = 0.375
flower: name = wlaovegckqpn, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = pgujlgorj, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
tree: name = nuisv, length = 5, age = 315, Fraction = 0.4
bush: name = hensliouzqgvqfsmigit, length = 20, month = Month.NOVEMBER, Fraction = 0.3
bush: name = lzmaufbhuoqkwtbqjyny, length = 20, month = Month.AUGUST, Fraction = 0.2
bush: name = aeedzczvjznciztqmqx, length = 19, month = Month.DECEMBER, Fraction = 0.21052631578947367
bush: name = fvgzosuzgsgtypulqo, length = 18, month = Month.JANUARY, Fraction = 0.2222222222222222
tree: name = buhvbxooxlt, length = 11, age = 1265, Fraction = 0.2727272727272727
tree: name = qafyjvtbut, length = 10, age = 769, Fraction = 0.2
bush: name = loqbxvoi, length = 8, month = Month.JULY, Fraction = 0.375
flower: name = bjgae, length = 5, type = Type.GARDEN, Fraction = 0.4
bush: name = ob, length = 2, month = Month.SEPTEMBER, Fraction = 0.5
bush: name = ewuiqfhstqrbiym, length = 15, month = Month.APRIL, Fraction = 0.26666666666666666
flower: name = winxeso, length = 7, type = Type.HOME, Fraction = 0.42857142857142855
flower: name = tcjtarjkqyeo, length = 12, type = Type.HOME, Fraction = 0.25
flower: name = wvaeiejmqxxg, length = 12, type = Type.WILD, Fraction = 0.3333333333333333
tree: name = napofhvkilhymsdsulvf, length = 20, age = 766, Fraction = 0.2
tree: name = aopoeilogvoadmddtu, length = 18, age = 1866, Fraction = 0.5
bush: name = wxinuwhchescnyik, length = 16, month = Month.NOVEMBER, Fraction = 0.25
tree: name = kjtdi, length = 5, age = 1246, Fraction = 0.2
flower: name = fvuhnpzga, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = ovaahttbdldtqlb, length = 15, age = 1732, Fraction = 0.2
tree: name = swlbwqadkveu, length = 12, age = 1630, Fraction = 0.25
bush: name = cxlqode, length = 7, month = Month.AUGUST, Fraction = 0.2857142857142857
bush: name = jwgaablamzxxdvzqla, length = 18, month = Month.MARCH, Fraction = 0.2222222222222222
flower: name = rzpptigdsolrvrwmqato, length = 20, type = Type.GARDEN, Fraction = 0.2
bush: name = uex, length = 3, month = Month.SEPTEMBER, Fraction = 0.6666666666666666
tree: name = gkzmwdrnomgekwqaze, length = 18, age = 1720, Fraction = 0.2222222222222222
flower: name = talqleboqrbhtbvgbcub, length = 20, type = Type.WILD, Fraction = 0.2
flower: name = cgljtcogmkjeweazjzhu, length = 20, type = Type.HOME, Fraction = 0.25
flower: name = se, length = 2, type = Type.HOME, Fraction = 0.5
tree: name = aypgwqhukq, length = 10, age = 1091, Fraction = 0.2
bush: name = enezidntu, length = 9, month = Month.APRIL, Fraction = 0.4444444444444444
flower: name = sdcpgnruuau, length = 11, type = Type.HOME, Fraction = 0.36363636363636365
bush: name = direribourdjha, length = 14, month = Month.AUGUST, Fraction = 0.42857142857142855
flower: name = ga, length = 2, type = Type.HOME, Fraction = 0.5
tree: name = bgu, length = 3, age = 1439, Fraction = 0.3333333333333333
flower: name = gexza, length = 5, type = Type.GARDEN, Fraction = 0.4
flower: name = gsziruwm, length = 8, type = Type.WILD, Fraction = 0.25
bush: name = jeuah, length = 5, month = Month.SEPTEMBER, Fraction = 0.6
tree: name = xvojn, length = 5, age = 1567, Fraction = 0.2
bush: name = gqzwutovulb, length = 11, month = Month.JULY, Fraction = 0.2727272727272727
flower: name = ywogxzwivxi, length = 11, type = Type.GARDEN, Fraction = 0.2727272727272727
bush: name = imadjyeus, length = 9, month = Month.JULY, Fraction = 0.4444444444444444
tree: name = bpgdbunov, length = 9, age = 1222, Fraction = 0.2222222222222222
bush: name = kkroopd, length = 7, month = Month.OCTOBER, Fraction = 0.2857142857142857
bush: name = mqpiumyfhhmbxembsvde, length = 20, month = Month.AUGUST, Fraction = 0.2
tree: name = onh, length = 3, age = 1834, Fraction = 0.3333333333333333
tree: name = daevuq, length = 6, age = 71, Fraction = 0.5
tree: name = dfxnbiyghemedkoqu, length = 17, age = 1231, Fraction = 0.29411764705882354
bush: name = cuccallwlewwdrupfuyn, length = 20, month = Month.MARCH, Fraction = 0.25
tree: name = rguj, length = 4, age = 1507, Fraction = 0.25
bush: name = jhavg, length = 5, month = Month.JULY, Fraction = 0.2
bush: name = cdjusaassvjxanerrtz, length = 19, month = Month.JUNE, Fraction = 0.2631578947368421
tree: name = ivnucjzaaspxxjv, length = 15, age = 1454, Fraction = 0.26666666666666666
flower: name = abfvcpievtqipwhwjv, length = 18, type = Type.GARDEN, Fraction = 0.2222222222222222
flower: name = ec, length = 2, type = Type.HOME, Fraction = 0.5
tree: name = tbdtutsoktonatfait, length = 18, age = 683, Fraction = 0.3333333333333333
flower: name = tzvceneozwu, length = 11, type = Type.WILD, Fraction = 0.36363636363636365
flower: name = aimrptl, length = 7, type = Type.HOME, Fraction = 0.2857142857142857
flower: name = gsajubrska, length = 10, type = Type.HOME, Fraction = 0.3
flower: name = ikdpcoozdx, length = 10, type = Type.HOME, Fraction = 0.3
flower: name = nehzyaopurdj, length = 12, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = ncuyyxsbighhhe, length = 14, month = Month.SEPTEMBER, Fraction = 0.21428571428571427
flower: name = a, length = 1, type = Type.GARDEN, Fraction = 1.0
tree: name = ygen, length = 4, age = 929, Fraction = 0.25
flower: name = elr, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = koliyqmd, length = 8, month = Month.DECEMBER, Fraction = 0.25
tree: name = vwfxzebza, length = 9, age = 868, Fraction = 0.2222222222222222
tree: name = eqjmdenjxeit, length = 12, age = 218, Fraction = 0.3333333333333333
bush: name = ilcf, length = 4, month = Month.NOVEMBER, Fraction = 0.25
flower: name = qulaill, length = 7, type = Type.HOME, Fraction = 0.42857142857142855
tree: name = najembguenzgrkwlxhx, length = 19, age = 1338, Fraction = 0.21052631578947367
bush: name = gsaevwuncdpnaute, length = 16, month = Month.APRIL, Fraction = 0.375
bush: name = ooncbwdjsawlz, length = 13, month = Month.SEPTEMBER, Fraction = 0.23076923076923078
flower: name = zyixpjenwq, length = 10, type = Type.GARDEN, Fraction = 0.2
flower: name = brhuxgug, length = 8, type = Type.GARDEN, Fraction = 0.25
bush: name = vmzaeurtbxdwxcptunkp, length = 20, month = Month.SEPTEMBER, Fraction = 0.2
bush: name = zczlodqogv, length = 10, month = Month.APRIL, Fraction = 0.2
tree: name = ocbrjnaipgeepbtm, length = 16, age = 1245, Fraction = 0.3125
flower: name = fdeshcoctm, length = 10, type = Type.GARDEN, Fraction = 0.2
bush: name = hnjcopsoqedyclii, length = 16, month = Month.NOVEMBER, Fraction = 0.3125
bush: name = dxstujgleezbizluxlum, length = 20, month = Month.APRIL, Fraction = 0.3
bush: name = axmdtutq, length = 8, month = Month.JUNE, Fraction = 0.25
bush: name = fxgncekmkubhucmoh, length = 17, month = Month.JANUARY, Fraction = 0.23529411764705882
bush: name = kpvucljqomxubz, length = 14, month = Month.JUNE, Fraction = 0.21428571428571427
tree: name = drarqispk, length = 9, age = 1839, Fraction = 0.2222222222222222
bush: name = qo, length = 2, month = Month.MARCH, Fraction = 0.5
flower: name = egclnxqswe, length = 10, type = Type.GARDEN, Fraction = 0.2
tree: name = uiu, length = 3, age = 1570, Fraction = 1.0
flower: name = olromefihlslke, length = 14, type = Type.WILD, Fraction = 0.35714285714285715
tree: name = ixb, length = 3, age = 1914, Fraction = 0.3333333333333333
bush: name = smqhorjdlihwqa, length = 14, month = Month.FEBRUARY, Fraction = 0.21428571428571427
tree: name = ikwgrtkhhuullwvjhbse, length = 20, age = 162, Fraction = 0.2
bush: name = bscarewvlweho, length = 13, month = Month.APRIL, Fraction = 0.3076923076923077
bush: name = wgvoi, length = 5, month = Month.DECEMBER, Fraction = 0.4
flower: name = onxv, length = 4, type = Type.WILD, Fraction = 0.25
tree: name = eoymscra, length = 8, age = 1446, Fraction = 0.375
tree: name = avtsr, length = 5, age = 536, Fraction = 0.2
bush: name = glbyunxztgviucuakf, length = 18, month = Month.APRIL, Fraction = 0.2777777777777778
bush: name = okhzkeiluxcsxmad, length = 16, month = Month.AUGUST, Fraction = 0.3125
flower: name = azalqyedulfn, length = 12, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = sofuwwnrlzjtja, length = 14, age = 1545, Fraction = 0.21428571428571427
flower: name = jevywqtogeglfezpg, length = 17, type = Type.HOME, Fraction = 0.23529411764705882
bush: name = fldyanerkhe, length = 11, month = Month.AUGUST, Fraction = 0.2727272727272727
tree: name = swnjxkoam, length = 9, age = 184, Fraction = 0.2222222222222222
tree: name = olnzosgapnptjni, length = 15, age = 1821, Fraction = 0.26666666666666666
bush: name = yo, length = 2, month = Month.DECEMBER, Fraction = 0.5
tree: name = xnubuaakxaneopr, length = 15, age = 1572, Fraction = 0.4666666666666667
bush: name = liwpvuegastpei, length = 14, month = Month.OCTOBER, Fraction = 0.42857142857142855
flower: name = exrvl, length = 5, type = Type.WILD, Fraction = 0.2
tree: name = dlfeamdwosvcnmq, length = 15, age = 56, Fraction = 0.2
bush: name = slakiiixuicr, length = 12, month = Month.JANUARY, Fraction = 0.5
bush: name = uhjcpeojiroh, length = 12, month = Month.JUNE, Fraction = 0.4166666666666667
tree: name = btgpnhyjavaapyy, length = 15, age = 1195, Fraction = 0.2
flower: name = qvijrhumpkwad, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
flower: name = tdxxujksfe, length = 10, type = Type.WILD, Fraction = 0.2
tree: name = oilb, length = 4, age = 562, Fraction = 0.5
tree: name = bkdqooudommcrl, length = 14, age = 262, Fraction = 0.2857142857142857
flower: name = evnqr, length = 5, type = Type.HOME, Fraction = 0.2
flower: name = utuhzvgfauhvpru, length = 15, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = hyglexkereizapvpb, length = 17, age = 613, Fraction = 0.29411764705882354
tree: name = eeeytexqesyei, length = 13, age = 152, Fraction = 0.5384615384615384
bush: name = jgwjaihyxtekxseuguiq, length = 20, month = Month.MAY, Fraction = 0.35
bush: name = uonxsrwq, length = 8, month = Month.OCTOBER, Fraction = 0.25
bush: name = tkmkose, length = 7, month = Month.AUGUST, Fraction = 0.2857142857142857
tree: name = aqerhccqcriikuud, length = 16, age = 437, Fraction = 0.375
bush: name = fviveimidkvuwnbm, length = 16, month = Month.JULY, Fraction = 0.3125
flower: name = ussuedmmddxtqpuuawb, length = 19, type = Type.HOME, Fraction = 0.3157894736842105
bush: name = owxhoruukrrwoftvf, length = 17, month = Month.OCTOBER, Fraction = 0.29411764705882354
tree: name = piqru, length = 5, age = 1592, Fraction = 0.4
tree: name = aarwpduki, length = 9, age = 1166, Fraction = 0.4444444444444444
flower: name = ecczhucmudpb, length = 12, type = Type.WILD, Fraction = 0.25
bush: name = mrsarvfa, length = 8, month = Month.MARCH, Fraction = 0.25
flower: name = sbihfomewbhlughpe, length = 17, type = Type.HOME, Fraction = 0.29411764705882354
bush: name = oajnvuox, length = 8, month = Month.JULY, Fraction = 0.5
flower: name = pvi, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = iahaqtnazjw, length = 11, age = 1036, Fraction = 0.36363636363636365
flower: name = mko, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = ekun, length = 4, age = 1516, Fraction = 0.5
tree: name = geqzot, length = 6, age = 1920, Fraction = 0.3333333333333333
tree: name = ttrlao, length = 6, age = 1327, Fraction = 0.3333333333333333
tree: name = frcaibxqmtliijnat, length = 17, age = 1247, Fraction = 0.29411764705882354
tree: name = wux, length = 3, age = 268, Fraction = 0.3333333333333333
tree: name = renau, length = 5, age = 1166, Fraction = 0.6
tree: name = egfyz, length = 5, age = 1139, Fraction = 0.2
flower: name = htamuttspioonvg, length = 15, type = Type.WILD, Fraction = 0.3333333333333333
bush: name = bzweqxvkla, length = 10, month = Month.NOVEMBER, Fraction = 0.2
flower: name = jcqio, length = 5, type = Type.GARDEN, Fraction = 0.4
bush: name = xgyojidtlnoad, length = 13, month = Month.MAY, Fraction = 0.3076923076923077
flower: name = aalyssncwxyiblo, length = 15, type = Type.GARDEN, Fraction = 0.26666666666666666
tree: name = jvuyzpqeraffkel, length = 15, age = 1204, Fraction = 0.26666666666666666
flower: name = vuhiufhlfwrcpr, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
flower: name = nspqovabuwtcosbemei, length = 19, type = Type.WILD, Fraction = 0.3684210526315789
tree: name = rekyent, length = 7, age = 12, Fraction = 0.2857142857142857
tree: name = o, length = 1, age = 1207, Fraction = 1.0
flower: name = qmkidxrmdeyafvumxmb, length = 19, type = Type.HOME, Fraction = 0.21052631578947367
tree: name = gesqwwjo, length = 8, age = 718, Fraction = 0.25
flower: name = ofoikrpsbvzlcmalr, length = 17, type = Type.HOME, Fraction = 0.23529411764705882
flower: name = topauiycxe, length = 10, type = Type.HOME, Fraction = 0.5
tree: name = cjeyxohzy, length = 9, age = 1329, Fraction = 0.2222222222222222
bush: name = slogaucuevctxllmzt, length = 18, month = Month.AUGUST, Fraction = 0.2777777777777778
bush: name = yepsdyqigogihn, length = 14, month = Month.APRIL, Fraction = 0.2857142857142857
bush: name = llafyernx, length = 9, month = Month.DECEMBER, Fraction = 0.2222222222222222
flower: name = bfmecllxpue, length = 11, type = Type.GARDEN, Fraction = 0.2727272727272727
bush: name = oyvshbypha, length = 10, month = Month.MAY, Fraction = 0.2
tree: name = onebflqpjtceak, length = 14, age = 424, Fraction = 0.2857142857142857
bush: name = jydoypixftbgaxt, length = 15, month = Month.JANUARY, Fraction = 0.2
flower: name = mznpyobyediqlotzvmrr, length = 20, type = Type.HOME, Fraction = 0.2
tree: name = iqoyqrdjnzecnjx, length = 15, age = 751, Fraction = 0.2
tree: name = evdobr, length = 6, age = 817, Fraction = 0.3333333333333333
flower: name = usdqnakucqpenilt, length = 16, type = Type.GARDEN, Fraction = 0.3125
bush: name = ashut, length = 5, month = Month.DECEMBER, Fraction = 0.4
bush: name = hsgiralclx, length = 10, month = Month.MAY, Fraction = 0.2
flower: name = uuwuk, length = 5, type = Type.GARDEN, Fraction = 0.6
tree: name = veg, length = 3, age = 1200, Fraction = 0.3333333333333333
bush: name = drzpeui, length = 7, month = Month.DECEMBER, Fraction = 0.42857142857142855
bush: name = axlty, length = 5, month = Month.AUGUST, Fraction = 0.2
bush: name = xbutipvvstazijvfeoi, length = 19, month = Month.APRIL, Fraction = 0.3684210526315789
flower: name = ytsoptofibnoxwu, length = 15, type = Type.WILD, Fraction = 0.3333333333333333
bush: name = cyi, length = 3, month = Month.DECEMBER, Fraction = 0.3333333333333333
tree: name = eidwx, length = 5, age = 9, Fraction = 0.4
tree: name = rzusdaeseckpyt, length = 14, age = 1848, Fraction = 0.2857142857142857
flower: name = qgubqjae, length = 8, type = Type.HOME, Fraction = 0.375
tree: name = nfoj, length = 4, age = 1956, Fraction = 0.25
flower: name = fkjnoekejje, length = 11, type = Type.HOME, Fraction = 0.36363636363636365
tree: name = ktxvqpfohhlexggakho, length = 19, age = 1048, Fraction = 0.21052631578947367
tree: name = wznczvyxoaqxofc, length = 15, age = 1018, Fraction = 0.2
flower: name = kblusa, length = 6, type = Type.GARDEN, Fraction = 0.3333333333333333
flower: name = gjalmaabqelsdeheun, length = 18, type = Type.WILD, Fraction = 0.3888888888888889
flower: name = euxcmdsh, length = 8, type = Type.WILD, Fraction = 0.25
tree: name = abhdgzfof, length = 9, age = 1798, Fraction = 0.2222222222222222
bush: name = pdprduyu, length = 8, month = Month.OCTOBER, Fraction = 0.25
flower: name = lazk, length = 4, type = Type.HOME, Fraction = 0.25
bush: name = jvormeaoggqipzoo, length = 16, month = Month.SEPTEMBER, Fraction = 0.4375
bush: name = uacwamyvbzadncjtii, length = 18, month = Month.JANUARY, Fraction = 0.3333333333333333
tree: name = uzxsyqujwg, length = 10, age = 1205, Fraction = 0.2
tree: name = kciemacszmxcqq, length = 14, age = 1475, Fraction = 0.21428571428571427
tree: name = itr, length = 3, age = 1367, Fraction = 0.3333333333333333
flower: name = cjgagytazxgfoaplnrxc, length = 20, type = Type.GARDEN, Fraction = 0.2
flower: name = ek, length = 2, type = Type.GARDEN, Fraction = 0.5
bush: name = vobl, length = 4, month = Month.JULY, Fraction = 0.25
flower: name = helettcqnhu, length = 11, type = Type.HOME, Fraction = 0.2727272727272727
bush: name = dicza, length = 5, month = Month.FEBRUARY, Fraction = 0.4
tree: name = ebcbi, length = 5, age = 1064, Fraction = 0.4
tree: name = uwgsne, length = 6, age = 1433, Fraction = 0.3333333333333333
tree: name = eagnpuhjqruktx, length = 14, age = 1645, Fraction = 0.2857142857142857
tree: name = rogonhzxgexkekmv, length = 16, age = 569, Fraction = 0.25
tree: name = kjuzklausncmzwipcqbd, length = 20, age = 1168, Fraction = 0.2
bush: name = nentghupj, length = 9, month = Month.APRIL, Fraction = 0.2222222222222222
flower: name = lnwooykggugehwzjpi, length = 18, type = Type.WILD, Fraction = 0.2777777777777778
tree: name = msdwrdao, length = 8, age = 1352, Fraction = 0.25
bush: name = eqcllabgktscadt, length = 15, month = Month.JANUARY, Fraction = 0.2
tree: name = sko, length = 3, age = 211, Fraction = 0.3333333333333333
flower: name = zyipohnefmjmnilfyutx, length = 20, type = Type.WILD, Fraction = 0.25
bush: name = gokryoypa, length = 9, month = Month.FEBRUARY, Fraction = 0.3333333333333333
tree: name = oru, length = 3, age = 296, Fraction = 0.6666666666666666
bush: name = iadnq, length = 5, month = Month.OCTOBER, Fraction = 0.4
bush: name = xe, length = 2, month = Month.FEBRUARY, Fraction = 0.5
tree: name = yovo, length = 4, age = 817, Fraction = 0.5
